Order ID,Order Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2019-76262,2022-06-15,First Class,Consumer,Texas,East,Furniture,Binders,1672.04,3,0.17,-113.66
CA-2015-32190,2022-06-06,First Class,Consumer,New York,Central,Office Supplies,Copiers,2830.41,4,0.27,-350.84
CA-2018-33377,2019-08-18,Second Class,Consumer,California,Central,Technology,Phones,2024.36,5,0.19,-8.09
CA-2016-79569,2021-01-08,First Class,Consumer,Illinois,East,Furniture,Tables,1987.14,9,0.0,403.88
CA-2018-92909,2019-06-12,First Class,Consumer,Ohio,South,Technology,Chairs,974.96,6,0.37,-197.87
CA-2015-34995,2021-01-01,Standard Class,Home Office,Florida,South,Technology,Chairs,2690.03,1,0.38,-342.89
CA-2016-44542,2019-01-02,First Class,Consumer,Texas,Central,Furniture,Phones,4248.53,3,0.37,-544.23
CA-2018-88931,2022-03-29,Standard Class,Home Office,California,South,Technology,Paper,256.93,7,0.17,1.62
CA-2015-26715,2018-08-29,First Class,Consumer,New York,Central,Technology,Phones,4447.24,8,0.26,16.04
CA-2016-34306,2018-04-02,First Class,Corporate,Ohio,Central,Technology,Binders,3330.71,7,0.18,192.42
CA-2015-71350,2018-09-07,Same Day,Corporate,Florida,East,Office Supplies,Phones,3087.52,5,0.01,724.47
CA-2016-46636,2021-10-25,Same Day,Consumer,Florida,Central,Office Supplies,Chairs,3133.24,8,0.28,28.51
CA-2015-61649,2018-11-29,Standard Class,Corporate,California,South,Technology,Paper,1488.39,9,0.06,84.27
CA-2017-20058,2021-09-16,First Class,Home Office,New York,South,Furniture,Paper,2081.57,7,0.04,160.1
CA-2019-84637,2021-02-27,Second Class,Consumer,Washington,West,Technology,Accessories,3998.46,9,0.38,-430.88
CA-2016-80194,2018-11-05,Same Day,Home Office,Ohio,South,Technology,Phones,1538.84,1,0.0,374.03
CA-2015-56619,2020-06-24,Second Class,Consumer,Washington,West,Office Supplies,Binders,2355.4,9,0.48,-467.23
CA-2017-29539,2018-06-27,Same Day,Corporate,Texas,Central,Office Supplies,Chairs,107.97,3,0.26,-20.97
CA-2017-72068,2021-05-07,Same Day,Home Office,California,South,Office Supplies,Tables,3670.46,6,0.49,-1038.96
CA-2016-40373,2019-05-07,First Class,Corporate,Ohio,East,Technology,Paper,2094.33,8,0.03,117.61
CA-2017-16031,2021-05-31,Same Day,Corporate,Texas,East,Technology,Phones,2631.54,3,0.29,-300.06
CA-2016-88928,2019-06-16,Second Class,Consumer,Washington,East,Furniture,Accessories,582.3,4,0.17,-47.2
CA-2015-38669,2021-01-02,Same Day,Home Office,Ohio,Central,Technology,Binders,4958.65,7,0.42,-1675.93
CA-2018-12282,2017-10-05,Standard Class,Corporate,Florida,Central,Technology,Binders,1519.31,7,0.18,-192.89
CA-2015-58438,2018-07-06,First Class,Consumer,Texas,West,Office Supplies,Copiers,3178.6,4,0.13,246.53
CA-2019-77534,2021-06-25,First Class,Consumer,New York,East,Office Supplies,Chairs,2910.37,9,0.43,-844.72
CA-2016-48244,2017-04-21,Standard Class,Consumer,Illinois,West,Office Supplies,Paper,3927.61,3,0.19,-446.58
CA-2019-47437,2018-01-20,Standard Class,Corporate,Washington,West,Office Supplies,Chairs,1476.25,8,0.01,178.2
CA-2015-84878,2022-01-31,Standard Class,Consumer,Washington,South,Office Supplies,Accessories,3782.08,8,0.2,-407.57
CA-2015-82982,2019-01-31,Same Day,Home Office,New York,South,Furniture,Tables,1918.68,4,0.33,-85.53
CA-2015-17461,2020-04-29,First Class,Home Office,Ohio,East,Furniture,Tables,2061.69,7,0.13,0.0
CA-2018-20516,2021-02-22,Standard Class,Corporate,Ohio,Central,Furniture,Tables,3366.84,4,0.22,-291.27
CA-2017-46268,2018-11-25,Same Day,Home Office,Ohio,South,Office Supplies,Binders,3923.59,1,0.03,902.29
CA-2015-46788,2020-12-20,Standard Class,Consumer,Texas,Central,Office Supplies,Paper,3337.66,1,0.29,-260.54
CA-2016-72493,2018-02-09,Second Class,Corporate,California,West,Office Supplies,Chairs,4500.4,1,0.38,-686.12
CA-2018-52849,2020-09-20,Second Class,Consumer,Florida,West,Furniture,Chairs,1432.94,2,0.21,-1.43
CA-2017-94162,2020-05-17,First Class,Corporate,Illinois,West,Office Supplies,Accessories,4504.08,6,0.21,344.78
CA-2018-62395,2017-01-22,Same Day,Corporate,California,West,Furniture,Tables,663.01,5,0.04,40.94
CA-2015-78670,2018-11-09,Second Class,Consumer,California,East,Office Supplies,Paper,3301.06,2,0.1,651.17
CA-2017-74047,2018-09-03,Second Class,Home Office,New York,West,Technology,Paper,2742.68,8,0.08,487.48
CA-2016-76677,2020-05-16,Same Day,Home Office,Texas,South,Furniture,Accessories,2478.23,9,0.24,-105.96
CA-2018-95920,2017-01-08,Standard Class,Corporate,Washington,West,Technology,Phones,1561.45,7,0.26,-69.34
CA-2016-98503,2018-12-03,Same Day,Consumer,Washington,Central,Furniture,Paper,2523.63,9,0.47,-650.58
CA-2018-86708,2021-09-07,Standard Class,Consumer,New York,South,Office Supplies,Paper,817.25,4,0.04,20.1
CA-2018-49332,2021-12-14,Second Class,Corporate,Texas,Central,Office Supplies,Chairs,1852.91,7,0.3,-362.24
CA-2015-94526,2018-06-13,Second Class,Home Office,New York,Central,Technology,Accessories,502.42,5,0.26,15.26
CA-2018-81442,2018-08-25,Second Class,Consumer,Washington,East,Office Supplies,Paper,2863.51,5,0.26,-218.8
CA-2019-50379,2021-08-04,First Class,Home Office,California,East,Furniture,Paper,487.88,3,0.44,-144.13
CA-2016-12011,2018-10-19,First Class,Home Office,Florida,Central,Office Supplies,Chairs,810.12,9,0.1,113.83
CA-2017-54014,2017-06-15,First Class,Corporate,Ohio,Central,Office Supplies,Paper,436.48,5,0.02,70.33
CA-2017-57498,2019-04-29,Same Day,Corporate,Texas,West,Furniture,Chairs,1912.74,6,0.34,-548.4
CA-2015-21120,2018-05-11,Second Class,Home Office,Illinois,South,Technology,Phones,4211.37,3,0.17,269.78
CA-2019-89239,2018-08-13,Second Class,Consumer,Illinois,West,Technology,Binders,4535.41,7,0.01,1011.64
CA-2016-87487,2018-03-05,Same Day,Consumer,California,East,Office Supplies,Copiers,368.73,9,0.13,-14.27
CA-2018-27438,2019-02-13,First Class,Corporate,New York,East,Furniture,Chairs,3176.41,9,0.15,442.05
CA-2018-15744,2017-06-12,Same Day,Home Office,New York,West,Technology,Chairs,3425.08,5,0.31,-698.79
CA-2019-52417,2018-01-01,First Class,Consumer,Washington,South,Technology,Paper,2673.51,7,0.09,199.01
CA-2019-17069,2021-03-30,Second Class,Consumer,California,Central,Office Supplies,Chairs,3338.25,3,0.21,-438.37
CA-2017-80188,2020-06-16,Standard Class,Corporate,Washington,West,Furniture,Accessories,1176.12,6,0.24,-46.08
CA-2018-17597,2017-03-13,First Class,Home Office,Washington,East,Technology,Tables,2453.32,8,0.23,-211.32
CA-2017-82127,2021-01-08,Second Class,Consumer,Illinois,South,Office Supplies,Tables,1960.47,8,0.49,-689.51
CA-2017-87362,2018-10-17,Second Class,Corporate,Washington,East,Office Supplies,Phones,457.64,2,0.02,108.34
CA-2016-28693,2022-01-20,Standard Class,Consumer,Ohio,South,Office Supplies,Chairs,3131.53,6,0.48,-1339.07
CA-2017-63161,2021-03-13,Second Class,Consumer,Washington,South,Office Supplies,Accessories,2481.12,7,0.29,-100.52
CA-2019-12169,2021-12-24,Second Class,Consumer,Illinois,South,Technology,Paper,1383.12,7,0.4,-286.5
CA-2019-32052,2017-09-26,First Class,Corporate,Ohio,West,Furniture,Paper,2373.69,3,0.22,181.65
CA-2016-83851,2021-11-12,First Class,Home Office,New York,West,Office Supplies,Copiers,3878.74,9,0.23,-126.6
CA-2019-41778,2018-02-19,Standard Class,Corporate,Texas,West,Office Supplies,Binders,4010.27,2,0.44,-1508.48
CA-2018-76321,2020-06-22,Standard Class,Home Office,Florida,South,Technology,Phones,3251.14,3,0.45,-1259.29
CA-2018-16344,2019-10-13,Second Class,Consumer,Washington,South,Office Supplies,Accessories,2344.06,2,0.12,353.46
CA-2015-35372,2018-11-06,First Class,Home Office,Ohio,East,Office Supplies,Accessories,2882.99,9,0.1,462.15
CA-2019-30538,2019-12-20,Standard Class,Consumer,Texas,Central,Furniture,Copiers,1931.23,4,0.25,-219.25
CA-2018-69500,2017-01-06,Standard Class,Consumer,Illinois,West,Office Supplies,Copiers,641.52,2,0.45,-157.49
CA-2018-37716,2021-09-29,Same Day,Corporate,Texas,South,Technology,Paper,1934.25,3,0.16,23.98
CA-2019-25848,2019-09-09,Standard Class,Consumer,Florida,East,Furniture,Binders,2656.36,4,0.33,-101.5
CA-2015-11932,2018-07-24,Second Class,Corporate,Texas,East,Technology,Paper,2998.18,6,0.35,-187.42
CA-2016-18556,2022-01-15,First Class,Home Office,Ohio,East,Furniture,Binders,4679.65,5,0.39,-440.08
CA-2019-15498,2018-02-11,Standard Class,Home Office,Texas,West,Furniture,Tables,3888.89,3,0.28,-52.06
CA-2017-74386,2020-05-25,Same Day,Consumer,Texas,West,Office Supplies,Accessories,768.44,8,0.2,59.47
CA-2016-19569,2022-05-08,First Class,Corporate,Texas,Central,Office Supplies,Copiers,879.17,8,0.48,-330.29
CA-2019-66882,2017-01-26,Standard Class,Consumer,California,East,Office Supplies,Tables,511.47,7,0.31,-26.72
CA-2016-10340,2022-01-13,Same Day,Corporate,Washington,West,Technology,Paper,3693.53,3,0.36,-490.45
CA-2018-84027,2019-10-26,Standard Class,Corporate,Illinois,East,Office Supplies,Phones,3533.55,1,0.17,426.49
CA-2017-10358,2019-09-13,First Class,Corporate,Florida,South,Office Supplies,Chairs,4931.95,5,0.33,-676.59
CA-2018-85250,2021-04-05,First Class,Home Office,Illinois,East,Furniture,Phones,2614.9,1,0.13,-153.52
CA-2015-40654,2018-01-25,First Class,Corporate,California,Central,Office Supplies,Phones,4133.81,6,0.12,328.02
CA-2019-65778,2018-12-11,Second Class,Home Office,California,West,Office Supplies,Chairs,2886.43,7,0.36,-399.35
CA-2019-68478,2018-07-25,Standard Class,Corporate,Ohio,South,Office Supplies,Accessories,4371.69,5,0.26,-677.26
CA-2016-36762,2021-01-11,Second Class,Home Office,California,West,Office Supplies,Tables,3607.89,4,0.34,-690.81
CA-2018-73922,2019-01-24,First Class,Home Office,Washington,South,Furniture,Tables,3217.99,2,0.13,224.06
CA-2019-65568,2017-05-26,Same Day,Home Office,California,East,Office Supplies,Accessories,2829.96,5,0.3,-442.81
CA-2017-30219,2020-11-12,Standard Class,Consumer,Texas,East,Furniture,Chairs,3617.62,9,0.22,-275.89
CA-2016-84965,2019-02-24,Second Class,Corporate,Illinois,Central,Technology,Binders,2104.07,4,0.3,-456.01
CA-2015-54695,2020-06-26,Standard Class,Consumer,New York,Central,Office Supplies,Phones,491.92,2,0.15,66.5
CA-2016-94754,2018-06-10,Same Day,Corporate,Florida,South,Office Supplies,Paper,209.53,6,0.36,-25.64
CA-2019-68342,2021-01-25,Second Class,Corporate,California,Central,Office Supplies,Tables,2400.33,8,0.4,-839.37
CA-2019-28951,2017-01-13,First Class,Consumer,Illinois,Central,Furniture,Accessories,3000.46,2,0.13,334.26
CA-2018-90388,2019-06-22,Second Class,Home Office,Ohio,Central,Office Supplies,Paper,403.46,9,0.15,34.27
CA-2015-45428,2018-01-19,Standard Class,Corporate,California,Central,Office Supplies,Copiers,1441.65,7,0.33,-400.15
CA-2018-85774,2018-07-10,Standard Class,Home Office,Washington,East,Technology,Chairs,1616.94,2,0.35,-335.68
CA-2017-11140,2019-06-06,Standard Class,Consumer,California,Central,Furniture,Paper,2818.35,5,0.35,-418.0
CA-2016-34842,2020-11-23,Standard Class,Home Office,California,East,Furniture,Paper,1399.63,5,0.34,-247.47
CA-2019-13630,2017-01-19,First Class,Corporate,California,East,Technology,Phones,487.29,7,0.2,21.68
CA-2018-86021,2018-07-29,Second Class,Corporate,Ohio,West,Furniture,Chairs,832.64,5,0.2,-36.33
CA-2019-54789,2021-02-23,First Class,Corporate,California,East,Office Supplies,Paper,878.0,6,0.13,-36.47
CA-2017-36086,2019-01-21,First Class,Consumer,Florida,East,Office Supplies,Tables,4215.05,9,0.08,902.46
CA-2018-17684,2019-10-01,First Class,Corporate,Illinois,Central,Technology,Chairs,1428.76,3,0.35,-342.17
CA-2015-11207,2018-02-23,Standard Class,Consumer,Washington,East,Furniture,Tables,3576.31,3,0.05,641.67
CA-2018-77496,2020-09-22,Standard Class,Home Office,California,South,Furniture,Accessories,2843.52,8,0.47,-1092.51
CA-2016-58651,2018-02-23,Standard Class,Corporate,California,Central,Furniture,Accessories,4885.42,6,0.41,-1356.91
CA-2015-76418,2022-04-23,Second Class,Corporate,California,Central,Technology,Copiers,1371.39,3,0.43,-369.58
CA-2017-70011,2022-04-24,Same Day,Corporate,California,Central,Office Supplies,Binders,800.28,2,0.45,-281.65
CA-2018-66115,2021-06-24,Standard Class,Home Office,Texas,West,Technology,Accessories,269.67,2,0.2,-10.12
CA-2016-82805,2021-08-26,Second Class,Corporate,Texas,Central,Office Supplies,Paper,1212.39,2,0.42,-400.95
CA-2017-38064,2022-05-06,Standard Class,Consumer,New York,East,Technology,Chairs,3423.51,5,0.08,375.74
CA-2017-72154,2017-05-02,Standard Class,Home Office,California,South,Office Supplies,Accessories,435.44,5,0.01,89.67
CA-2015-46593,2018-03-08,First Class,Home Office,New York,Central,Furniture,Tables,1231.06,1,0.39,-399.35
CA-2015-40386,2017-02-13,First Class,Home Office,Florida,Central,Furniture,Paper,4277.99,2,0.04,974.45
CA-2019-79338,2022-03-11,First Class,Home Office,New York,South,Furniture,Accessories,2918.94,2,0.49,-1149.23
CA-2016-31083,2022-04-28,Second Class,Home Office,Illinois,Central,Technology,Phones,356.91,4,0.34,-83.4
CA-2017-32190,2020-09-02,Same Day,Consumer,Texas,West,Technology,Tables,247.94,7,0.38,-40.83
CA-2018-51862,2018-01-16,Same Day,Home Office,Texas,East,Technology,Copiers,315.0,3,0.12,14.86
CA-2019-63410,2017-05-25,Second Class,Corporate,California,South,Furniture,Copiers,4709.96,5,0.34,-777.86
CA-2015-92035,2020-09-12,Standard Class,Home Office,California,South,Office Supplies,Copiers,4250.86,9,0.02,263.72
CA-2019-18016,2017-12-29,Second Class,Home Office,Florida,West,Furniture,Tables,4226.25,5,0.42,-712.4
CA-2015-72320,2019-12-10,Standard Class,Home Office,Washington,East,Furniture,Copiers,4621.84,9,0.08,574.33
CA-2015-90018,2019-12-25,Second Class,Home Office,Florida,West,Office Supplies,Binders,2531.22,1,0.35,-673.7
CA-2017-78026,2017-12-21,Second Class,Home Office,Illinois,East,Office Supplies,Phones,1244.25,9,0.11,41.68
CA-2019-35518,2019-03-11,Second Class,Consumer,California,West,Office Supplies,Binders,2012.73,5,0.03,448.04
CA-2019-61919,2020-04-02,Same Day,Consumer,California,Central,Office Supplies,Accessories,3597.13,8,0.24,-172.34
CA-2016-37103,2020-03-10,First Class,Home Office,Florida,West,Furniture,Phones,4381.4,5,0.08,-12.43
CA-2019-15845,2022-06-13,Second Class,Consumer,Florida,South,Technology,Tables,2181.1,6,0.36,-472.87
CA-2017-46674,2019-04-06,Same Day,Corporate,Florida,South,Furniture,Binders,2681.55,8,0.12,-25.01
CA-2016-32313,2020-02-26,First Class,Home Office,Texas,South,Office Supplies,Paper,4659.6,2,0.17,43.64
CA-2019-61151,2018-02-02,First Class,Corporate,New York,West,Technology,Phones,546.42,3,0.28,-10.47
CA-2018-21944,2022-05-11,Second Class,Corporate,New York,South,Technology,Tables,4312.87,9,0.14,82.23
CA-2017-59847,2019-05-30,Standard Class,Home Office,California,South,Furniture,Chairs,804.94,5,0.19,-25.49
CA-2015-66622,2018-04-08,Standard Class,Corporate,Texas,Central,Furniture,Phones,2424.47,5,0.41,-324.06
CA-2017-87842,2021-11-10,Standard Class,Corporate,Florida,Central,Furniture,Phones,1099.93,9,0.09,114.44
CA-2016-20503,2022-02-03,Second Class,Corporate,California,East,Technology,Accessories,3018.71,3,0.04,457.48
CA-2016-46976,2019-03-19,Standard Class,Home Office,Texas,East,Technology,Paper,2797.28,4,0.16,-124.54
CA-2017-76624,2017-07-06,Same Day,Home Office,Illinois,East,Technology,Accessories,1906.24,7,0.21,-15.38
CA-2018-42792,2021-10-10,Same Day,Corporate,Washington,West,Office Supplies,Copiers,4317.88,2,0.27,-328.26
CA-2019-96156,2019-01-02,Same Day,Home Office,Texas,East,Office Supplies,Phones,3302.47,8,0.19,-134.7
CA-2019-17295,2022-04-20,Same Day,Home Office,Ohio,West,Furniture,Phones,3608.81,5,0.39,-333.19
CA-2015-21390,2020-04-28,First Class,Corporate,California,West,Technology,Copiers,761.79,1,0.02,190.81
CA-2015-30131,2020-11-12,Same Day,Home Office,New York,East,Furniture,Paper,4417.0,3,0.22,76.84
CA-2017-85969,2018-03-05,Standard Class,Consumer,Ohio,East,Technology,Paper,843.53,9,0.19,-4.78
CA-2015-31281,2019-05-08,Second Class,Home Office,Florida,West,Furniture,Binders,1121.7,5,0.32,-173.29
CA-2018-18605,2020-07-31,Standard Class,Consumer,Washington,Central,Office Supplies,Tables,649.0,8,0.48,-249.07
CA-2017-29810,2022-03-03,Same Day,Corporate,Illinois,South,Technology,Tables,2207.39,1,0.26,-294.83
CA-2017-51869,2017-08-25,First Class,Home Office,Washington,South,Office Supplies,Binders,4439.67,7,0.49,-1094.42
CA-2018-71388,2020-05-02,Same Day,Corporate,Washington,South,Technology,Tables,1269.71,7,0.15,17.06
CA-2019-20207,2020-08-03,Second Class,Corporate,Texas,Central,Furniture,Phones,1875.03,8,0.02,469.82
CA-2016-77628,2019-02-10,Standard Class,Corporate,California,West,Technology,Binders,4231.87,3,0.08,29.53
CA-2019-94050,2019-01-28,Second Class,Corporate,California,East,Office Supplies,Binders,3092.9,1,0.2,-70.87
CA-2017-84085,2017-05-16,Second Class,Corporate,Washington,West,Technology,Tables,3760.57,9,0.16,194.58
CA-2016-90807,2019-03-03,Second Class,Home Office,Florida,West,Furniture,Chairs,1077.86,1,0.05,139.27
CA-2015-69766,2021-12-12,Standard Class,Consumer,California,East,Technology,Tables,3585.28,6,0.22,187.53
CA-2016-99833,2017-06-20,Same Day,Home Office,Washington,Central,Office Supplies,Accessories,1145.78,9,0.17,145.96
CA-2018-91253,2017-06-08,Second Class,Home Office,California,South,Furniture,Chairs,4936.7,2,0.06,93.59
CA-2018-56092,2017-07-20,Standard Class,Home Office,Florida,South,Office Supplies,Binders,2803.83,4,0.15,-189.29
CA-2018-78487,2021-02-19,First Class,Home Office,Illinois,West,Technology,Chairs,3481.24,2,0.44,-1244.26
CA-2017-33782,2021-04-30,Standard Class,Consumer,Ohio,Central,Office Supplies,Phones,600.82,4,0.15,42.23
CA-2019-38454,2019-08-20,First Class,Home Office,Washington,South,Technology,Paper,1260.77,2,0.36,-273.37
CA-2015-25592,2021-12-05,Standard Class,Corporate,New York,Central,Furniture,Chairs,707.31,1,0.31,-54.23
CA-2019-45596,2018-08-06,Same Day,Home Office,New York,East,Office Supplies,Accessories,1956.95,3,0.21,-114.74
CA-2019-71202,2021-03-08,Second Class,Home Office,Washington,West,Office Supplies,Paper,1427.84,8,0.12,124.08
CA-2015-40750,2019-05-26,Same Day,Consumer,Texas,West,Technology,Phones,3667.28,5,0.18,229.07
CA-2015-26566,2018-01-06,Standard Class,Consumer,Illinois,Central,Office Supplies,Accessories,552.46,4,0.3,-62.4
CA-2016-90905,2017-04-13,Second Class,Corporate,Texas,South,Office Supplies,Copiers,3762.78,5,0.18,18.35
CA-2018-11589,2019-09-29,First Class,Home Office,Ohio,Central,Furniture,Paper,238.07,6,0.11,-9.03
CA-2018-35235,2020-02-23,Standard Class,Home Office,New York,East,Technology,Copiers,1018.07,6,0.06,94.37
CA-2016-90909,2020-08-29,Second Class,Home Office,Florida,South,Technology,Phones,3961.91,5,0.44,-1004.56
CA-2016-26237,2019-09-03,First Class,Corporate,Washington,South,Furniture,Paper,3716.46,6,0.22,-202.56
CA-2018-18244,2019-03-09,First Class,Consumer,Ohio,Central,Furniture,Paper,2386.87,9,0.31,-83.07
CA-2018-66378,2021-01-21,Same Day,Corporate,California,East,Technology,Tables,259.41,5,0.25,6.91
CA-2016-84763,2020-06-07,Standard Class,Home Office,New York,South,Furniture,Accessories,3053.37,6,0.44,-563.41
CA-2016-47713,2018-10-20,First Class,Consumer,Illinois,West,Furniture,Accessories,2039.55,4,0.27,-257.34
CA-2016-58766,2019-06-01,Second Class,Consumer,New York,East,Furniture,Chairs,1589.48,3,0.24,-16.97
CA-2017-17016,2020-05-05,First Class,Corporate,Illinois,South,Technology,Copiers,3205.65,6,0.46,-997.53
CA-2018-58688,2022-03-24,First Class,Consumer,Illinois,Central,Furniture,Copiers,2188.71,5,0.36,-551.23
CA-2015-64238,2019-01-03,Same Day,Consumer,Washington,South,Office Supplies,Accessories,471.18,4,0.06,35.68
CA-2015-99081,2018-02-27,Same Day,Home Office,Illinois,West,Office Supplies,Accessories,4580.59,5,0.09,-101.96
CA-2019-41897,2018-07-26,Second Class,Home Office,Texas,East,Technology,Paper,3894.68,7,0.39,-1001.15
CA-2016-78703,2021-06-22,Same Day,Consumer,Ohio,South,Furniture,Copiers,291.33,1,0.42,-74.24
CA-2015-37990,2017-06-20,First Class,Consumer,Florida,West,Office Supplies,Binders,2630.07,1,0.27,49.63
CA-2016-89623,2020-11-06,First Class,Corporate,New York,South,Technology,Tables,426.05,1,0.28,-64.61
CA-2015-45205,2017-06-22,Same Day,Corporate,Florida,South,Office Supplies,Chairs,4188.08,2,0.32,-185.89
CA-2019-90811,2018-10-25,First Class,Consumer,Ohio,East,Furniture,Tables,3068.94,9,0.22,-346.13
CA-2015-65103,2018-03-29,First Class,Home Office,California,Central,Technology,Chairs,870.52,5,0.34,-210.89
CA-2019-51627,2017-12-16,Second Class,Consumer,Ohio,Central,Office Supplies,Phones,113.5,9,0.05,14.73
CA-2017-29008,2022-04-10,Same Day,Consumer,New York,West,Technology,Paper,167.59,5,0.48,-43.89
CA-2017-42402,2022-05-30,First Class,Home Office,Florida,West,Office Supplies,Accessories,2541.75,7,0.38,-810.61
CA-2015-15793,2021-07-16,Same Day,Home Office,Florida,West,Office Supplies,Accessories,3674.52,6,0.32,-789.04
CA-2018-15571,2018-05-09,Second Class,Corporate,Washington,East,Furniture,Binders,612.99,2,0.16,2.4
CA-2018-26209,2018-09-12,Same Day,Corporate,Washington,Central,Furniture,Copiers,1114.21,3,0.08,58.78
CA-2017-53148,2019-10-25,First Class,Corporate,Ohio,West,Office Supplies,Copiers,1643.03,5,0.2,46.26
CA-2017-12224,2020-01-22,Same Day,Corporate,Ohio,West,Technology,Tables,1098.2,4,0.33,-167.16
CA-2018-42441,2019-07-08,First Class,Home Office,California,South,Technology,Tables,1962.77,6,0.32,-451.26
CA-2016-72368,2017-01-06,First Class,Consumer,Illinois,South,Furniture,Tables,2802.48,8,0.19,234.33
CA-2018-54760,2017-10-15,First Class,Corporate,New York,West,Office Supplies,Copiers,3427.83,8,0.31,-640.23
CA-2016-81854,2021-06-30,Second Class,Corporate,Washington,South,Furniture,Accessories,4819.24,3,0.41,-854.05
CA-2019-22180,2020-03-15,Same Day,Home Office,New York,South,Office Supplies,Copiers,4654.91,4,0.01,1093.81
CA-2017-25372,2021-12-12,Second Class,Home Office,California,South,Office Supplies,Tables,2854.93,1,0.23,173.55
CA-2019-68272,2020-12-18,Same Day,Consumer,Washington,East,Furniture,Paper,3673.41,2,0.38,-754.42
CA-2018-64040,2022-03-29,Second Class,Consumer,Washington,West,Technology,Chairs,4754.85,9,0.27,-314.02
CA-2015-88356,2018-08-31,Standard Class,Home Office,Illinois,West,Furniture,Accessories,426.53,2,0.33,-83.72
CA-2018-15842,2018-04-02,First Class,Corporate,New York,South,Office Supplies,Paper,38.12,6,0.26,-1.54
CA-2018-76852,2021-10-31,First Class,Corporate,New York,East,Furniture,Phones,158.7,7,0.5,-53.03
CA-2016-55968,2020-05-10,Second Class,Corporate,New York,South,Technology,Paper,2821.11,6,0.03,365.09
CA-2019-32005,2020-05-20,Standard Class,Consumer,Illinois,East,Technology,Paper,3816.54,8,0.25,52.92
CA-2018-35599,2019-10-27,First Class,Corporate,Washington,West,Office Supplies,Phones,1841.7,9,0.05,23.1
CA-2015-76914,2018-09-16,Same Day,Corporate,California,South,Furniture,Paper,2730.74,8,0.08,520.18
CA-2016-15355,2018-01-11,Second Class,Home Office,New York,West,Technology,Chairs,2586.67,5,0.19,188.87
CA-2015-84619,2022-03-30,First Class,Corporate,Florida,East,Furniture,Accessories,482.91,8,0.08,46.65
CA-2015-88860,2018-03-23,First Class,Home Office,Illinois,Central,Technology,Binders,1614.73,9,0.48,-496.45
CA-2016-37364,2019-04-15,Second Class,Corporate,Texas,East,Office Supplies,Copiers,106.98,8,0.47,-35.26
CA-2019-36654,2020-02-04,Second Class,Consumer,California,Central,Office Supplies,Phones,562.42,2,0.17,72.3
CA-2016-91423,2021-08-02,Same Day,Corporate,Florida,West,Furniture,Accessories,4061.17,2,0.32,-983.65
CA-2015-30808,2019-03-22,Same Day,Corporate,New York,West,Office Supplies,Tables,4148.77,3,0.27,-300.56
CA-2017-44773,2020-11-25,First Class,Home Office,Texas,South,Technology,Chairs,4011.71,7,0.41,-760.54
CA-2015-37747,2020-01-25,First Class,Home Office,California,Central,Office Supplies,Binders,3636.83,9,0.31,-96.08
CA-2019-93692,2020-11-12,Second Class,Home Office,Illinois,East,Technology,Chairs,3968.63,8,0.0,972.52
CA-2016-95896,2019-08-17,First Class,Corporate,Texas,West,Technology,Chairs,3358.2,9,0.38,-567.66
CA-2018-57377,2021-01-15,First Class,Corporate,Washington,Central,Office Supplies,Tables,3352.47,6,0.37,-974.89
CA-2017-72491,2019-04-29,Second Class,Consumer,Ohio,East,Technology,Binders,3340.14,1,0.25,-355.95
CA-2018-68283,2019-03-20,First Class,Corporate,Texas,Central,Technology,Copiers,2575.07,4,0.45,-940.65
CA-2019-26923,2019-09-06,First Class,Consumer,Ohio,East,Furniture,Chairs,1823.1,6,0.45,-327.61
CA-2015-84083,2022-04-09,Standard Class,Home Office,Florida,East,Furniture,Tables,3653.67,6,0.26,-82.55
CA-2019-43002,2018-02-20,Same Day,Home Office,California,East,Furniture,Phones,1500.24,8,0.3,-90.94
CA-2017-83016,2018-12-27,Second Class,Home Office,Florida,East,Office Supplies,Tables,2719.08,1,0.5,-780.2
CA-2015-14213,2021-03-08,Standard Class,Consumer,Florida,Central,Furniture,Paper,2172.44,2,0.15,58.14
CA-2016-65860,2018-03-30,Same Day,Corporate,New York,Central,Technology,Accessories,1390.35,2,0.16,-100.81
CA-2018-67134,2020-08-07,Same Day,Home Office,Illinois,South,Office Supplies,Tables,4873.7,6,0.09,206.76
CA-2019-71997,2021-04-07,Same Day,Corporate,Texas,Central,Office Supplies,Tables,1301.17,7,0.45,-475.93
CA-2019-30132,2020-05-01,Standard Class,Corporate,California,Central,Office Supplies,Tables,1553.37,2,0.37,-215.56
CA-2016-52965,2017-05-30,Standard Class,Home Office,Washington,South,Office Supplies,Copiers,816.32,5,0.05,32.7
CA-2015-49779,2022-03-19,Same Day,Consumer,Illinois,Central,Technology,Chairs,4116.67,6,0.49,-1088.74
CA-2016-92594,2019-01-29,First Class,Corporate,Illinois,East,Technology,Copiers,2937.08,4,0.37,-431.56
CA-2015-61813,2019-02-18,First Class,Home Office,California,West,Furniture,Binders,3069.07,1,0.43,-813.84
CA-2015-46021,2019-08-31,Standard Class,Corporate,Illinois,West,Office Supplies,Tables,4104.6,3,0.02,261.9
CA-2018-34087,2019-02-02,Standard Class,Corporate,New York,South,Furniture,Tables,1721.17,9,0.25,-208.78
